source_dataset,target_dataset,split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs,policy_action_score
scifact,scifact,test,Heuristic retrieval router,bm25_keep,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.0,1,7,1.5,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,22180793 | 3727986 | 7986878 | 36642096 | 25543207,22180793,
scifact,scifact,test,Transferred source policy,bm25_keyword,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.0,1,7,1.5,monoclonal antibody targeting n cadherin inhibits metastasis,22180793 | 3727986 | 7986878 | 36642096 | 17188921,22180793,1.5499000873767306
scifact,scifact,test,Oracle retrieval action,bm25_keep,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.0,1,7,1.5,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,22180793 | 3727986 | 7986878 | 36642096 | 25543207,22180793,
scifact,scifact,test,Vanilla BM25,bm25_keep,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.0,1,23,1.5,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,52873726 | 19099739 | 12737132 | 40667066 | 3893473,52873726,
scifact,scifact,test,BM25 keyword,bm25_keyword,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.0,1,16,1.5,yap1 tead complex tanslocates into nucleus interacts transcription factors dna binding proteins modulate target gene transcription,52873726 | 12737132 | 40667066 | 3893473 | 19099739,52873726,
scifact,scifact,test,Dense original,dense_keep,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,0.5,0.6309297535714575,0.0,1,23,1.25,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,12737132 | 52873726 | 11535539 | 1897324 | 11011905,52873726,
scifact,scifact,test,Dense keyword,dense_keyword,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,0.5,0.6309297535714575,0.0,1,16,1.25,yap1 tead complex tanslocates into nucleus interacts transcription factors dna binding proteins modulate target gene transcription,12737132 | 52873726 | 11535539 | 1897324 | 11011905,52873726,
scifact,scifact,test,Hybrid original,hybrid_keep,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.03,2,23,1.47,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,52873726 | 12737132 | 19099739 | 11535539 | 1897324,52873726,
scifact,scifact,test,Hybrid keyword,hybrid_keyword,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,0.5,0.6309297535714575,0.03,2,16,1.22,yap1 tead complex tanslocates into nucleus interacts transcription factors dna binding proteins modulate target gene transcription,12737132 | 52873726 | 11535539 | 40667066 | 1897324,52873726,
scifact,scifact,test,Target train-best action,hybrid_keyword,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,0.5,0.6309297535714575,0.03,2,16,1.22,yap1 tead complex tanslocates into nucleus interacts transcription factors dna binding proteins modulate target gene transcription,12737132 | 52873726 | 11535539 | 40667066 | 1897324,52873726,
scifact,scifact,test,Heuristic retrieval router,bm25_keep,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.0,1,23,1.5,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,52873726 | 19099739 | 12737132 | 40667066 | 3893473,52873726,
scifact,scifact,test,Transferred source policy,hybrid_keyword,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,0.5,0.6309297535714575,0.03,2,16,1.22,yap1 tead complex tanslocates into nucleus interacts transcription factors dna binding proteins modulate target gene transcription,12737132 | 52873726 | 11535539 | 40667066 | 1897324,52873726,1.1058118950627256
scifact,scifact,test,Oracle retrieval action,bm25_keep,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.0,1,23,1.5,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,52873726 | 19099739 | 12737132 | 40667066 | 3893473,52873726,
scifact,scifact,test,Vanilla BM25,bm25_keep,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,1.0,1.0,0.0,1,20,1.5,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",14717500 | 2739854 | 3672261 | 23389795 | 4632921,14717500,
scifact,scifact,test,BM25 keyword,bm25_keyword,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,1.0,1.0,0.0,1,18,1.5,1 000 genomes project enables mapping genetic sequence variation consisting rare variants larger penetrance effects than common variants,14717500 | 2739854 | 23389795 | 3672261 | 4632921,14717500,
scifact,scifact,test,Dense original,dense_keep,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.3333333333333333,0.5,0.0,1,20,1.1666666666666667,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",2739854 | 23389795 | 14717500 | 19058822 | 15153602,14717500,
scifact,scifact,test,Dense keyword,dense_keyword,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.3333333333333333,0.5,0.0,1,18,1.1666666666666667,1 000 genomes project enables mapping genetic sequence variation consisting rare variants larger penetrance effects than common variants,2739854 | 23389795 | 14717500 | 19058822 | 15153602,14717500,
scifact,scifact,test,Hybrid original,hybrid_keep,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.5,0.6309297535714575,0.03,2,20,1.22,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",2739854 | 14717500 | 23389795 | 3672261 | 19058822,14717500,
scifact,scifact,test,Hybrid keyword,hybrid_keyword,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.5,0.6309297535714575,0.03,2,18,1.22,1 000 genomes project enables mapping genetic sequence variation consisting rare variants larger penetrance effects than common variants,2739854 | 14717500 | 23389795 | 19058822 | 3672261,14717500,
scifact,scifact,test,Target train-best action,hybrid_keyword,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.5,0.6309297535714575,0.03,2,18,1.22,1 000 genomes project enables mapping genetic sequence variation consisting rare variants larger penetrance effects than common variants,2739854 | 14717500 | 23389795 | 19058822 | 3672261,14717500,
scifact,scifact,test,Heuristic retrieval router,bm25_keyword,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,1.0,1.0,0.0,1,18,1.5,1 000 genomes project enables mapping genetic sequence variation consisting rare variants larger penetrance effects than common variants,14717500 | 2739854 | 23389795 | 3672261 | 4632921,14717500,
scifact,scifact,test,Transferred source policy,dense_keep,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.3333333333333333,0.5,0.0,1,20,1.1666666666666667,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",2739854 | 23389795 | 14717500 | 19058822 | 15153602,14717500,0.8869316079324199
scifact,scifact,test,Oracle retrieval action,bm25_keep,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,1.0,1.0,0.0,1,20,1.5,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",14717500 | 2739854 | 3672261 | 23389795 | 4632921,14717500,
scifact,scifact,test,Vanilla BM25,bm25_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,19,1.5,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 308862 | 2496002 | 5850219,39281140,
scifact,scifact,test,BM25 keyword,bm25_keyword,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,12,1.5,sildenafil improves erectile function men experience sexual dysfunction result use ssri antidepressants,39281140 | 3981244 | 5835149 | 27466734 | 5850219,39281140,
scifact,scifact,test,Dense original,dense_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,19,1.5,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 25440070 | 6112053 | 22057077,39281140,
scifact,scifact,test,Dense keyword,dense_keyword,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,12,1.5,sildenafil improves erectile function men experience sexual dysfunction result use ssri antidepressants,39281140 | 3981244 | 25440070 | 22057077 | 6112053,39281140,
scifact,scifact,test,Hybrid original,hybrid_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.03,2,19,1.47,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 25440070 | 308862 | 2496002,39281140,
scifact,scifact,test,Hybrid keyword,hybrid_keyword,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.03,2,12,1.47,sildenafil improves erectile function men experience sexual dysfunction result use ssri antidepressants,39281140 | 3981244 | 25440070 | 5835149 | 22057077,39281140,
scifact,scifact,test,Target train-best action,hybrid_keyword,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.03,2,12,1.47,sildenafil improves erectile function men experience sexual dysfunction result use ssri antidepressants,39281140 | 3981244 | 25440070 | 5835149 | 22057077,39281140,
scifact,scifact,test,Heuristic retrieval router,bm25_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,19,1.5,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 308862 | 2496002 | 5850219,39281140,
scifact,scifact,test,Transferred source policy,dense_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,19,1.5,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 25440070 | 6112053 | 22057077,39281140,1.6159014486900896
scifact,scifact,test,Oracle retrieval action,bm25_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,19,1.5,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 308862 | 2496002 | 5850219,39281140,
scifact,scifact,test,Vanilla BM25,bm25_keep,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,21,0.0,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,15472716 | 25682129 | 4391685 | 15426878 | 20179918,3441524,
scifact,scifact,test,BM25 keyword,bm25_keyword,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,13,0.0,binding orientation ml sa1 activator htrpml2 different binding orientation ml sa1 activator htrpml1,15472716 | 25682129 | 4391685 | 778436 | 13592721,3441524,
scifact,scifact,test,Dense original,dense_keep,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,21,0.0,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,12956194 | 16270577 | 493346 | 21754541 | 22767022,3441524,
scifact,scifact,test,Dense keyword,dense_keyword,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,13,0.0,binding orientation ml sa1 activator htrpml2 different binding orientation ml sa1 activator htrpml1,16270577 | 12956194 | 493346 | 23938319 | 21754541,3441524,
scifact,scifact,test,Hybrid original,hybrid_keep,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.03,2,21,-0.03,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,12956194 | 15472716 | 16270577 | 25682129 | 4391685,3441524,
scifact,scifact,test,Hybrid keyword,hybrid_keyword,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.03,2,13,-0.03,binding orientation ml sa1 activator htrpml2 different binding orientation ml sa1 activator htrpml1,15472716 | 16270577 | 12956194 | 25682129 | 4391685,3441524,
scifact,scifact,test,Target train-best action,hybrid_keyword,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.03,2,13,-0.03,binding orientation ml sa1 activator htrpml2 different binding orientation ml sa1 activator htrpml1,15472716 | 16270577 | 12956194 | 25682129 | 4391685,3441524,
scifact,scifact,test,Heuristic retrieval router,hybrid_keyword,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.03,2,13,-0.03,binding orientation ml sa1 activator htrpml2 different binding orientation ml sa1 activator htrpml1,15472716 | 16270577 | 12956194 | 25682129 | 4391685,3441524,
scifact,scifact,test,Transferred source policy,dense_keep,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,21,0.0,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,12956194 | 16270577 | 493346 | 21754541 | 22767022,3441524,0.711214378993803
scifact,scifact,test,Oracle retrieval action,bm25_keep,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,21,0.0,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,15472716 | 25682129 | 4391685 | 15426878 | 20179918,3441524,
scifact,scifact,test,Vanilla BM25,bm25_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,12,1.5,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 34386619 | 12881593 | 17416520 | 24706198,4942718,
scifact,scifact,test,BM25 keyword,bm25_keyword,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,9,1.5,lack clpc not affect sporulation efficiency bacillus subtilis cells,4942718 | 34386619 | 12881593 | 12824568 | 17416520,4942718,
scifact,scifact,test,Dense original,dense_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,12,1.5,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 12881593 | 34386619 | 17416520 | 12824568,4942718,
scifact,scifact,test,Dense keyword,dense_keyword,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,0.5,0.6309297535714575,0.0,1,9,1.25,lack clpc not affect sporulation efficiency bacillus subtilis cells,12881593 | 4942718 | 34386619 | 17416520 | 12824568,4942718,
scifact,scifact,test,Hybrid original,hybrid_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.03,2,12,1.47,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 12881593 | 34386619 | 17416520 | 12824568,4942718,
scifact,scifact,test,Hybrid keyword,hybrid_keyword,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.03,2,9,1.47,lack clpc not affect sporulation efficiency bacillus subtilis cells,4942718 | 12881593 | 34386619 | 12824568 | 17416520,4942718,
scifact,scifact,test,Target train-best action,hybrid_keyword,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.03,2,9,1.47,lack clpc not affect sporulation efficiency bacillus subtilis cells,4942718 | 12881593 | 34386619 | 12824568 | 17416520,4942718,
scifact,scifact,test,Heuristic retrieval router,bm25_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,12,1.5,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 34386619 | 12881593 | 17416520 | 24706198,4942718,
scifact,scifact,test,Transferred source policy,hybrid_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.03,2,12,1.47,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 12881593 | 34386619 | 17416520 | 12824568,4942718,0.9147381917590321
scifact,scifact,test,Oracle retrieval action,bm25_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,12,1.5,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 34386619 | 12881593 | 17416520 | 24706198,4942718,
scifact,scifact,test,Vanilla BM25,bm25_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.5,0.2,0.23719771276929622,0.0,1,15,0.6,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,6673421 | 21258863 | 49556906 | 25175997 | 20888849,20888849 | 2565138,
scifact,scifact,test,BM25 keyword,bm25_keyword,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.5,0.2,0.23719771276929622,0.0,1,10,0.6,increased vessel density along reduction fibrosis decreases efficacy chemotherapy treatments,6673421 | 21258863 | 49556906 | 9122283 | 20888849,20888849 | 2565138,
scifact,scifact,test,Dense original,dense_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.0,1,15,0.0,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,10812605 | 5254741 | 6334188 | 22621251 | 20127522,20888849 | 2565138,
scifact,scifact,test,Dense keyword,dense_keyword,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.0,1,10,0.0,increased vessel density along reduction fibrosis decreases efficacy chemotherapy treatments,10812605 | 5254741 | 22621251 | 5172048 | 32742683,20888849 | 2565138,
scifact,scifact,test,Hybrid original,hybrid_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.03,2,15,-0.03,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,10812605 | 6673421 | 21258863 | 5254741 | 49556906,20888849 | 2565138,
scifact,scifact,test,Hybrid keyword,hybrid_keyword,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.03,2,10,-0.03,increased vessel density along reduction fibrosis decreases efficacy chemotherapy treatments,10812605 | 6673421 | 21258863 | 5254741 | 22621251,20888849 | 2565138,
scifact,scifact,test,Target train-best action,hybrid_keyword,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.03,2,10,-0.03,increased vessel density along reduction fibrosis decreases efficacy chemotherapy treatments,10812605 | 6673421 | 21258863 | 5254741 | 22621251,20888849 | 2565138,
scifact,scifact,test,Heuristic retrieval router,bm25_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.5,0.2,0.23719771276929622,0.0,1,15,0.6,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,6673421 | 21258863 | 49556906 | 25175997 | 20888849,20888849 | 2565138,
scifact,scifact,test,Transferred source policy,hybrid_keyword,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.03,2,10,-0.03,increased vessel density along reduction fibrosis decreases efficacy chemotherapy treatments,10812605 | 6673421 | 21258863 | 5254741 | 22621251,20888849 | 2565138,0.959547684700953
scifact,scifact,test,Oracle retrieval action,bm25_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.5,0.2,0.23719771276929622,0.0,1,15,0.6,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,6673421 | 21258863 | 49556906 | 25175997 | 20888849,20888849 | 2565138,
scifact,scifact,test,Vanilla BM25,bm25_keep,1191,The amount of publicly available DNA data doubles every 10 years.,0.0,0.0,0.0,0.0,1,11,0.0,The amount of publicly available DNA data doubles every 10 years.,36355784 | 10827901 | 45548062 | 11880289 | 86704258,30655442,
scifact,scifact,test,BM25 keyword,bm25_keyword,1191,The amount of publicly available DNA data doubles every 10 years.,0.0,0.0,0.0,0.0,1,9,0.0,amount publicly available dna data doubles every 10 years,36355784 | 10827901 | 45548062 | 86704258 | 24979644,30655442,
scifact,scifact,test,Dense original,dense_keep,1191,The amount of publicly available DNA data doubles every 10 years.,1.0,0.5,0.6309297535714575,0.0,1,11,1.25,The amount of publicly available DNA data doubles every 10 years.,4283694 | 30655442 | 28069701 | 7808055 | 52850476,30655442,
scifact,scifact,test,Dense keyword,dense_keyword,1191,The amount of publicly available DNA data doubles every 10 years.,1.0,0.3333333333333333,0.5,0.0,1,9,1.1666666666666667,amount publicly available dna data doubles every 10 years,4283694 | 28069701 | 30655442 | 7808055 | 19058822,30655442,
scifact,scifact,test,Hybrid original,hybrid_keep,1191,The amount of publicly available DNA data doubles every 10 years.,1.0,0.25,0.43067655807339306,0.03,2,11,1.095,The amount of publicly available DNA data doubles every 10 years.,36355784 | 4283694 | 10827901 | 30655442 | 28069701,30655442,
scifact,scifact,test,Hybrid keyword,hybrid_keyword,1191,The amount of publicly available DNA data doubles every 10 years.,1.0,0.2,0.38685280723454163,0.03,2,9,1.07,amount publicly available dna data doubles every 10 years,36355784 | 4283694 | 10827901 | 28069701 | 30655442,30655442,
scifact,scifact,test,Target train-best action,hybrid_keyword,1191,The amount of publicly available DNA data doubles every 10 years.,1.0,0.2,0.38685280723454163,0.03,2,9,1.07,amount publicly available dna data doubles every 10 years,36355784 | 4283694 | 10827901 | 28069701 | 30655442,30655442,
scifact,scifact,test,Heuristic retrieval router,bm25_keep,1191,The amount of publicly available DNA data doubles every 10 years.,0.0,0.0,0.0,0.0,1,11,0.0,The amount of publicly available DNA data doubles every 10 years.,36355784 | 10827901 | 45548062 | 11880289 | 86704258,30655442,
scifact,scifact,test,Transferred source policy,dense_keep,1191,The amount of publicly available DNA data doubles every 10 years.,1.0,0.5,0.6309297535714575,0.0,1,11,1.25,The amount of publicly available DNA data doubles every 10 years.,4283694 | 30655442 | 28069701 | 7808055 | 52850476,30655442,0.7683170623341342
scifact,scifact,test,Oracle retrieval action,dense_keep,1191,The amount of publicly available DNA data doubles every 10 years.,1.0,0.5,0.6309297535714575,0.0,1,11,1.25,The amount of publicly available DNA data doubles every 10 years.,4283694 | 30655442 | 28069701 | 7808055 | 52850476,30655442,
scifact,scifact,test,Vanilla BM25,bm25_keep,957,Podocytes are motile and migrate in the presence of injury.,1.0,0.5,0.6309297535714575,0.0,1,10,1.25,Podocytes are motile and migrate in the presence of injury.,13492264 | 123859 | 16355392 | 11983390 | 9412420,123859,
scifact,scifact,test,BM25 keyword,bm25_keyword,957,Podocytes are motile and migrate in the presence of injury.,1.0,0.5,0.6309297535714575,0.0,1,5,1.25,podocytes motile migrate presence injury,13492264 | 123859 | 28207326 | 14591894 | 11983390,123859,
scifact,scifact,test,Dense original,dense_keep,957,Podocytes are motile and migrate in the presence of injury.,1.0,0.2,0.38685280723454163,0.0,1,10,1.1,Podocytes are motile and migrate in the presence of injury.,13492264 | 14965508 | 6308416 | 22241778 | 123859,123859,
scifact,scifact,test,Dense keyword,dense_keyword,957,Podocytes are motile and migrate in the presence of injury.,0.0,0.0,0.0,0.0,1,5,0.0,podocytes motile migrate presence injury,6308416 | 26297042 | 9412420 | 18041692 | 40367499,123859,
scifact,scifact,test,Hybrid original,hybrid_keep,957,Podocytes are motile and migrate in the presence of injury.,1.0,0.5,0.6309297535714575,0.03,2,10,1.22,Podocytes are motile and migrate in the presence of injury.,13492264 | 123859 | 14965508 | 16355392 | 6308416,123859,
scifact,scifact,test,Hybrid keyword,hybrid_keyword,957,Podocytes are motile and migrate in the presence of injury.,1.0,0.3333333333333333,0.5,0.03,2,5,1.1366666666666667,podocytes motile migrate presence injury,13492264 | 6308416 | 123859 | 26297042 | 28207326,123859,
scifact,scifact,test,Target train-best action,hybrid_keyword,957,Podocytes are motile and migrate in the presence of injury.,1.0,0.3333333333333333,0.5,0.03,2,5,1.1366666666666667,podocytes motile migrate presence injury,13492264 | 6308416 | 123859 | 26297042 | 28207326,123859,
scifact,scifact,test,Heuristic retrieval router,bm25_keep,957,Podocytes are motile and migrate in the presence of injury.,1.0,0.5,0.6309297535714575,0.0,1,10,1.25,Podocytes are motile and migrate in the presence of injury.,13492264 | 123859 | 16355392 | 11983390 | 9412420,123859,
scifact,scifact,test,Transferred source policy,hybrid_keyword,957,Podocytes are motile and migrate in the presence of injury.,1.0,0.3333333333333333,0.5,0.03,2,5,1.1366666666666667,podocytes motile migrate presence injury,13492264 | 6308416 | 123859 | 26297042 | 28207326,123859,0.8592053521876899
scifact,scifact,test,Oracle retrieval action,bm25_keep,957,Podocytes are motile and migrate in the presence of injury.,1.0,0.5,0.6309297535714575,0.0,1,10,1.25,Podocytes are motile and migrate in the presence of injury.,13492264 | 123859 | 16355392 | 11983390 | 9412420,123859,
scifact,scifact,test,Vanilla BM25,bm25_keep,411,Febrile seizures reduce the threshold for development of epilepsy.,1.0,1.0,1.0,0.0,1,9,1.5,Febrile seizures reduce the threshold for development of epilepsy.,14924526 | 29723642 | 15889329 | 23670644 | 116792,14924526,
scifact,scifact,test,BM25 keyword,bm25_keyword,411,Febrile seizures reduce the threshold for development of epilepsy.,1.0,1.0,1.0,0.0,1,6,1.5,febrile seizures reduce threshold development epilepsy,14924526 | 29723642 | 15889329 | 1410197 | 23670644,14924526,
