source_dataset,target_dataset,split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs,policy_action_score
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,1.0,0.5,0.6309297535714575,0.0,1,11,1.25,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,18038250 | 26851674 | 4422868 | 18489989 | 15381976,26851674,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,1.0,0.5,0.6309297535714575,0.0,1,9,1.25,lymphadenopathy observed knockin mouse lacking shp 2 mapk pathway,18038250 | 26851674 | 18489989 | 4729644 | 15381976,26851674,
nfcorpus,scifact,test,Dense original,dense_keep,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,1.0,1.0,1.0,0.0,1,11,1.5,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,26851674 | 18038250 | 18882947 | 1336292 | 56528795,26851674,
nfcorpus,scifact,test,Dense keyword,dense_keyword,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,1.0,0.5,0.6309297535714575,0.0,1,9,1.25,lymphadenopathy observed knockin mouse lacking shp 2 mapk pathway,18038250 | 26851674 | 18882947 | 1336292 | 56528795,26851674,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,1.0,0.5,0.6309297535714575,0.03,2,11,1.22,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,18038250 | 26851674 | 18882947 | 4422868 | 1336292,26851674,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,1.0,0.5,0.6309297535714575,0.03,2,9,1.22,lymphadenopathy observed knockin mouse lacking shp 2 mapk pathway,18038250 | 26851674 | 18489989 | 18882947 | 1336292,26851674,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,1.0,0.5,0.6309297535714575,0.03,2,9,1.22,lymphadenopathy observed knockin mouse lacking shp 2 mapk pathway,18038250 | 26851674 | 18489989 | 18882947 | 1336292,26851674,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,1.0,0.5,0.6309297535714575,0.0,1,11,1.25,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,18038250 | 26851674 | 4422868 | 18489989 | 15381976,26851674,
nfcorpus,scifact,test,Transferred source policy,dense_keep,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,1.0,1.0,1.0,0.0,1,11,1.5,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,26851674 | 18038250 | 18882947 | 1336292 | 56528795,26851674,0.4968435362240423
nfcorpus,scifact,test,Oracle retrieval action,dense_keep,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,1.0,1.0,1.0,0.0,1,11,1.5,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,26851674 | 18038250 | 18882947 | 1336292 | 56528795,26851674,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.0,1,7,1.5,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,22180793 | 3727986 | 7986878 | 36642096 | 25543207,22180793,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.0,1,7,1.5,monoclonal antibody targeting n cadherin inhibits metastasis,22180793 | 3727986 | 7986878 | 36642096 | 17188921,22180793,
nfcorpus,scifact,test,Dense original,dense_keep,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.0,1,7,1.5,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,22180793 | 17188921 | 3118719 | 3727986 | 14149065,22180793,
nfcorpus,scifact,test,Dense keyword,dense_keyword,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.0,1,7,1.5,monoclonal antibody targeting n cadherin inhibits metastasis,22180793 | 17188921 | 3118719 | 3727986 | 14149065,22180793,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.03,2,7,1.47,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,22180793 | 3727986 | 17188921 | 3118719 | 7986878,22180793,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.03,2,7,1.47,monoclonal antibody targeting n cadherin inhibits metastasis,22180793 | 3727986 | 17188921 | 3118719 | 7986878,22180793,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.03,2,7,1.47,monoclonal antibody targeting n cadherin inhibits metastasis,22180793 | 3727986 | 17188921 | 3118719 | 7986878,22180793,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.0,1,7,1.5,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,22180793 | 3727986 | 7986878 | 36642096 | 25543207,22180793,
nfcorpus,scifact,test,Transferred source policy,bm25_keyword,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.0,1,7,1.5,monoclonal antibody targeting n cadherin inhibits metastasis,22180793 | 3727986 | 7986878 | 36642096 | 17188921,22180793,0.6620181691335026
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,1.0,1.0,1.0,0.0,1,7,1.5,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,22180793 | 3727986 | 7986878 | 36642096 | 25543207,22180793,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.0,1,23,1.5,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,52873726 | 19099739 | 12737132 | 40667066 | 3893473,52873726,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.0,1,16,1.5,yap1 tead complex tanslocates into nucleus interacts transcription factors dna binding proteins modulate target gene transcription,52873726 | 12737132 | 40667066 | 3893473 | 19099739,52873726,
nfcorpus,scifact,test,Dense original,dense_keep,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,0.5,0.6309297535714575,0.0,1,23,1.25,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,12737132 | 52873726 | 11535539 | 1897324 | 11011905,52873726,
nfcorpus,scifact,test,Dense keyword,dense_keyword,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,0.5,0.6309297535714575,0.0,1,16,1.25,yap1 tead complex tanslocates into nucleus interacts transcription factors dna binding proteins modulate target gene transcription,12737132 | 52873726 | 11535539 | 1897324 | 11011905,52873726,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.03,2,23,1.47,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,52873726 | 12737132 | 19099739 | 11535539 | 1897324,52873726,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,0.5,0.6309297535714575,0.03,2,16,1.22,yap1 tead complex tanslocates into nucleus interacts transcription factors dna binding proteins modulate target gene transcription,12737132 | 52873726 | 11535539 | 40667066 | 1897324,52873726,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,0.5,0.6309297535714575,0.03,2,16,1.22,yap1 tead complex tanslocates into nucleus interacts transcription factors dna binding proteins modulate target gene transcription,12737132 | 52873726 | 11535539 | 40667066 | 1897324,52873726,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.0,1,23,1.5,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,52873726 | 19099739 | 12737132 | 40667066 | 3893473,52873726,
nfcorpus,scifact,test,Transferred source policy,bm25_keyword,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.0,1,16,1.5,yap1 tead complex tanslocates into nucleus interacts transcription factors dna binding proteins modulate target gene transcription,52873726 | 12737132 | 40667066 | 3893473 | 19099739,52873726,0.3625963172854765
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,1.0,1.0,1.0,0.0,1,23,1.5,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,52873726 | 19099739 | 12737132 | 40667066 | 3893473,52873726,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,1.0,1.0,0.0,1,20,1.5,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",14717500 | 2739854 | 3672261 | 23389795 | 4632921,14717500,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,1.0,1.0,0.0,1,18,1.5,1 000 genomes project enables mapping genetic sequence variation consisting rare variants larger penetrance effects than common variants,14717500 | 2739854 | 23389795 | 3672261 | 4632921,14717500,
nfcorpus,scifact,test,Dense original,dense_keep,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.3333333333333333,0.5,0.0,1,20,1.1666666666666667,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",2739854 | 23389795 | 14717500 | 19058822 | 15153602,14717500,
nfcorpus,scifact,test,Dense keyword,dense_keyword,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.3333333333333333,0.5,0.0,1,18,1.1666666666666667,1 000 genomes project enables mapping genetic sequence variation consisting rare variants larger penetrance effects than common variants,2739854 | 23389795 | 14717500 | 19058822 | 15153602,14717500,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.5,0.6309297535714575,0.03,2,20,1.22,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",2739854 | 14717500 | 23389795 | 3672261 | 19058822,14717500,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.5,0.6309297535714575,0.03,2,18,1.22,1 000 genomes project enables mapping genetic sequence variation consisting rare variants larger penetrance effects than common variants,2739854 | 14717500 | 23389795 | 19058822 | 3672261,14717500,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.5,0.6309297535714575,0.03,2,18,1.22,1 000 genomes project enables mapping genetic sequence variation consisting rare variants larger penetrance effects than common variants,2739854 | 14717500 | 23389795 | 19058822 | 3672261,14717500,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keyword,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,1.0,1.0,0.0,1,18,1.5,1 000 genomes project enables mapping genetic sequence variation consisting rare variants larger penetrance effects than common variants,14717500 | 2739854 | 23389795 | 3672261 | 4632921,14717500,
nfcorpus,scifact,test,Transferred source policy,dense_keep,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,0.3333333333333333,0.5,0.0,1,20,1.1666666666666667,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",2739854 | 23389795 | 14717500 | 19058822 | 15153602,14717500,0.4153492196156887
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",1.0,1.0,1.0,0.0,1,20,1.5,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",14717500 | 2739854 | 3672261 | 23389795 | 4632921,14717500,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,19,1.5,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 308862 | 2496002 | 5850219,39281140,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,12,1.5,sildenafil improves erectile function men experience sexual dysfunction result use ssri antidepressants,39281140 | 3981244 | 5835149 | 27466734 | 5850219,39281140,
nfcorpus,scifact,test,Dense original,dense_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,19,1.5,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 25440070 | 6112053 | 22057077,39281140,
nfcorpus,scifact,test,Dense keyword,dense_keyword,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,12,1.5,sildenafil improves erectile function men experience sexual dysfunction result use ssri antidepressants,39281140 | 3981244 | 25440070 | 22057077 | 6112053,39281140,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.03,2,19,1.47,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 25440070 | 308862 | 2496002,39281140,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.03,2,12,1.47,sildenafil improves erectile function men experience sexual dysfunction result use ssri antidepressants,39281140 | 3981244 | 25440070 | 5835149 | 22057077,39281140,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.03,2,12,1.47,sildenafil improves erectile function men experience sexual dysfunction result use ssri antidepressants,39281140 | 3981244 | 25440070 | 5835149 | 22057077,39281140,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,19,1.5,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 308862 | 2496002 | 5850219,39281140,
nfcorpus,scifact,test,Transferred source policy,dense_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,19,1.5,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 25440070 | 6112053 | 22057077,39281140,0.5005258662922445
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1.0,1.0,1.0,0.0,1,19,1.5,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140 | 3981244 | 308862 | 2496002 | 5850219,39281140,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,21,0.0,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,15472716 | 25682129 | 4391685 | 15426878 | 20179918,3441524,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,13,0.0,binding orientation ml sa1 activator htrpml2 different binding orientation ml sa1 activator htrpml1,15472716 | 25682129 | 4391685 | 778436 | 13592721,3441524,
nfcorpus,scifact,test,Dense original,dense_keep,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,21,0.0,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,12956194 | 16270577 | 493346 | 21754541 | 22767022,3441524,
nfcorpus,scifact,test,Dense keyword,dense_keyword,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,13,0.0,binding orientation ml sa1 activator htrpml2 different binding orientation ml sa1 activator htrpml1,16270577 | 12956194 | 493346 | 23938319 | 21754541,3441524,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.03,2,21,-0.03,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,12956194 | 15472716 | 16270577 | 25682129 | 4391685,3441524,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.03,2,13,-0.03,binding orientation ml sa1 activator htrpml2 different binding orientation ml sa1 activator htrpml1,15472716 | 16270577 | 12956194 | 25682129 | 4391685,3441524,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.03,2,13,-0.03,binding orientation ml sa1 activator htrpml2 different binding orientation ml sa1 activator htrpml1,15472716 | 16270577 | 12956194 | 25682129 | 4391685,3441524,
nfcorpus,scifact,test,Heuristic retrieval router,hybrid_keyword,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.03,2,13,-0.03,binding orientation ml sa1 activator htrpml2 different binding orientation ml sa1 activator htrpml1,15472716 | 16270577 | 12956194 | 25682129 | 4391685,3441524,
nfcorpus,scifact,test,Transferred source policy,dense_keep,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,21,0.0,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,12956194 | 16270577 | 493346 | 21754541 | 22767022,3441524,0.455804500261057
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0.0,0.0,0.0,1,21,0.0,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,15472716 | 25682129 | 4391685 | 15426878 | 20179918,3441524,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,12,1.5,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 34386619 | 12881593 | 17416520 | 24706198,4942718,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,9,1.5,lack clpc not affect sporulation efficiency bacillus subtilis cells,4942718 | 34386619 | 12881593 | 12824568 | 17416520,4942718,
nfcorpus,scifact,test,Dense original,dense_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,12,1.5,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 12881593 | 34386619 | 17416520 | 12824568,4942718,
nfcorpus,scifact,test,Dense keyword,dense_keyword,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,0.5,0.6309297535714575,0.0,1,9,1.25,lack clpc not affect sporulation efficiency bacillus subtilis cells,12881593 | 4942718 | 34386619 | 17416520 | 12824568,4942718,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.03,2,12,1.47,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 12881593 | 34386619 | 17416520 | 12824568,4942718,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.03,2,9,1.47,lack clpc not affect sporulation efficiency bacillus subtilis cells,4942718 | 12881593 | 34386619 | 12824568 | 17416520,4942718,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.03,2,9,1.47,lack clpc not affect sporulation efficiency bacillus subtilis cells,4942718 | 12881593 | 34386619 | 12824568 | 17416520,4942718,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,12,1.5,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 34386619 | 12881593 | 17416520 | 24706198,4942718,
nfcorpus,scifact,test,Transferred source policy,dense_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,12,1.5,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 12881593 | 34386619 | 17416520 | 12824568,4942718,0.3992645568541968
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,1.0,1.0,1.0,0.0,1,12,1.5,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718 | 34386619 | 12881593 | 17416520 | 24706198,4942718,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.5,0.2,0.23719771276929622,0.0,1,15,0.6,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,6673421 | 21258863 | 49556906 | 25175997 | 20888849,20888849 | 2565138,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.5,0.2,0.23719771276929622,0.0,1,10,0.6,increased vessel density along reduction fibrosis decreases efficacy chemotherapy treatments,6673421 | 21258863 | 49556906 | 9122283 | 20888849,20888849 | 2565138,
nfcorpus,scifact,test,Dense original,dense_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.0,1,15,0.0,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,10812605 | 5254741 | 6334188 | 22621251 | 20127522,20888849 | 2565138,
nfcorpus,scifact,test,Dense keyword,dense_keyword,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.0,1,10,0.0,increased vessel density along reduction fibrosis decreases efficacy chemotherapy treatments,10812605 | 5254741 | 22621251 | 5172048 | 32742683,20888849 | 2565138,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.03,2,15,-0.03,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,10812605 | 6673421 | 21258863 | 5254741 | 49556906,20888849 | 2565138,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.03,2,10,-0.03,increased vessel density along reduction fibrosis decreases efficacy chemotherapy treatments,10812605 | 6673421 | 21258863 | 5254741 | 22621251,20888849 | 2565138,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.03,2,10,-0.03,increased vessel density along reduction fibrosis decreases efficacy chemotherapy treatments,10812605 | 6673421 | 21258863 | 5254741 | 22621251,20888849 | 2565138,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.5,0.2,0.23719771276929622,0.0,1,15,0.6,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,6673421 | 21258863 | 49556906 | 25175997 | 20888849,20888849 | 2565138,
nfcorpus,scifact,test,Transferred source policy,dense_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.0,0.0,0.0,0.0,1,15,0.0,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,10812605 | 5254741 | 6334188 | 22621251 | 20127522,20888849 | 2565138,0.43621419628147196
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,0.5,0.2,0.23719771276929622,0.0,1,15,0.6,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,6673421 | 21258863 | 49556906 | 25175997 | 20888849,20888849 | 2565138,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,1191,The amount of publicly available DNA data doubles every 10 years.,0.0,0.0,0.0,0.0,1,11,0.0,The amount of publicly available DNA data doubles every 10 years.,36355784 | 10827901 | 45548062 | 11880289 | 86704258,30655442,
